supplier_id,supplier_name,risk_score,latitude,longitude,region,tier,annual_spend_usd,last_audit_date
SUP-001846,Supplier 1846,0.62,-20.81,-80.4,LATAM,3,904699,2026-06-08
SUP-001847,Supplier 1847,0.33,-42.07,2.59,LATAM,4,959475,2026-07-23
SUP-001848,Supplier 1848,0.64,25.27,-76.91,APAC,1,1030803,2024-07-21
SUP-001849,Supplier 1849,0.41,-42.24,-102.6,APAC,4,3609060,2026-01-27
SUP-001850,Supplier 1850,0.75,40.81,73.15,APAC,1,4745332,2025-02-21
SUP-001851,Supplier 1851,0.24,-33.78,16.92,APAC,2,2212402,2025-10-30
SUP-001852,Supplier 1852,0.9,35.08,122.31,EMEA,3,498843,2024-04-12
SUP-001853,Supplier 1853,0.5,44.73,29.25,LATAM,2,4443600,2025-03-28
SUP-001854,Supplier 1854,0.75,-43.71,-5.96,LATAM,4,3177065,2024-04-27
SUP-001855,Supplier 1855,0.84,-48.72,-85.95,LATAM,4,2858060,2026-02-07
SUP-001856,Supplier 1856,0.99,63.44,105.14,APAC,1,312214,2025-01-11
SUP-001857,Supplier 1857,0.23,0.2,-109.13,APAC,2,4853308,2024-09-05
SUP-001858,Supplier 1858,0.29,21.93,-92.8,EMEA,1,394184,
SUP-001859,Supplier 1859,0.26,-56.98,122.97,NA,3,3055934,2026-06-20
SUP-001860,Supplier 1860,0.27,-23.77,86.83,LATAM,4,2989772,2024-11-15
SUP-001861,Supplier 1861,0.58,5.7,40.63,EMEA,3,2574101,2025-11-08
SUP-001862,Supplier 1862,0.98,55.21,-165.99,APAC,1,2761326,2025-10-12
SUP-001863,Supplier 1863,0.98,-24.71,-134.19,EMEA,1,1995406,2025-04-07
SUP-001864,Supplier 1864,0.53,40.77,-0.02,LATAM,1,2869400,2026-01-30
SUP-001865,Supplier 1865,0.64,26.09,88.68,NA,2,1825559,2024-04-30
SUP-001866,Supplier 1866,0.85,-45.01,-12.92,NA,3,2373523,2026-04-08
SUP-001867,Supplier 1867,0.92,-21.86,-173.77,APAC,1,3393811,2025-01-16
SUP-001868,Supplier 1868,0.21,-29.08,-113.66,APAC,4,3714373,2024-02-12
SUP-001869,Supplier 1869,0.53,-2.47,31.96,APAC,2,775197,2026-07-22
SUP-001870,Supplier 1870,0.83,22.59,69.92,EMEA,3,4961020,2025-12-31
SUP-001871,Supplier 1871,0.31,-3.66,-167.97,APAC,3,492511,2026-02-09
SUP-001872,Supplier 1872,0.44,-28.21,-164.4,NA,3,1386148,2024-05-18
SUP-001873,Supplier 1873,0.98,30.46,-85.93,APAC,2,1740650,2025-12-09
SUP-001874,Supplier 1874,0.98,15.98,-149.94,NA,2,1623963,2025-10-21
SUP-001875,Supplier 1875,0.9,7.51,15.1,APAC,2,1765854,2026-05-02
SUP-001876,Supplier 1876,0.79,12.07,-135.47,NA,1,1622017,2024-12-16
SUP-001877,Supplier 1877,0.27,-31.15,53.36,LATAM,2,2185721,2026-05-25
SUP-001878,Supplier 1878,0.32,28.46,99.8,EMEA,4,3818712,2025-10-30
SUP-001879,Supplier 1879,0.55,-9.62,169.39,NA,4,4139045,2024-08-27
SUP-001880,Supplier 1880,0.56,-12.75,161.43,LATAM,4,1746597,2024-07-20
SUP-001881,Supplier 1881,0.51,-40.53,-81.59,LATAM,2,1299548,
SUP-001882,Supplier 1882,0.63,17.59,-169.41,EMEA,2,3386917,2025-08-31
SUP-001883,Supplier 1883,0.41,18.35,-61.41,EMEA,1,307255,2024-04-21
SUP-001884,Supplier 1884,0.74,-15.76,75.05,APAC,2,2234978,2024-04-28
SUP-001885,Supplier 1885,0.34,51.78,-158.47,LATAM,3,1107843,2026-02-20
SUP-001886,Supplier 1886,0.33,49.91,-50.5,EMEA,2,3042945,2024-06-09
SUP-001887,Supplier 1887,0.13,-45.82,-72.71,NA,3,400667,2024-07-25
SUP-001888,Supplier 1888,0.19,30.35,-101.04,LATAM,1,4146786,2025-08-03
SUP-001889,Supplier 1889,0.84,-8.8,74.21,NA,2,2575152,2026-03-26
SUP-001890,Supplier 1890,0.45,69.96,57.27,NA,2,2865477,2024-11-13
SUP-001891,Supplier 1891,0.23,-30.75,12.78,APAC,2,2381114,2025-09-20
SUP-001892,Supplier 1892,0.75,-23.53,147.88,APAC,1,2245492,2025-10-26
SUP-001893,Supplier 1893,0.55,-2.53,-142.87,LATAM,2,1342203,2025-07-20
SUP-001894,Supplier 1894,0.03,-25.07,-126.11,EMEA,4,3864914,2025-10-08
SUP-001895,Supplier 1895,0.32,29.96,-41.96,LATAM,4,2584363,2024-08-02
SUP-001896,Supplier 1896,0.18,2.52,56.12,APAC,2,1086720,2025-08-09
SUP-001897,Supplier 1897,0.65,-31.29,30.27,APAC,2,1319437,2024-01-04
SUP-001898,Supplier 1898,0.28,5.83,-153.34,LATAM,3,2198739,2025-11-20
SUP-001899,Supplier 1899,0.07,55.54,165.03,APAC,2,4219415,2026-01-17
SUP-001900,Supplier 1900,0.06,43.01,-70.18,LATAM,3,4807227,2026-01-19
SUP-001901,Supplier 1901,0.58,4.85,-50.77,EMEA,2,1950431,
SUP-001902,Supplier 1902,0.03,-22.5,44.51,APAC,4,1981727,2026-05-10
SUP-001903,Supplier 1903,0.84,-36.61,160.26,LATAM,3,654247,2025-02-14
SUP-001904,Supplier 1904,0.16,54.19,58.57,EMEA,4,2732958,2024-03-17
SUP-001905,Supplier 1905,0.6,32.32,163.72,NA,4,1207437,2025-05-19
SUP-001906,Supplier 1906,0.45,14.38,-112.47,EMEA,2,4099572,2025-06-23
SUP-001907,Supplier 1907,0.44,54.33,42.77,EMEA,2,2677561,2025-01-14
SUP-001908,Supplier 1908,0.08,-44.18,118.4,NA,1,1117127,2025-12-07
SUP-001909,Supplier 1909,0.8,28.72,3.25,NA,3,4582274,2025-05-28
SUP-001910,Supplier 1910,0.89,-31.83,-49.62,LATAM,3,4078993,2024-07-23
SUP-001911,Supplier 1911,0.02,-44.32,174.51,LATAM,2,1509801,2025-08-08
SUP-001912,Supplier 1912,0.19,0.53,-129.24,NA,1,609422,2024-09-05
SUP-001913,Supplier 1913,0.9,-9.64,-32.07,APAC,4,1329287,2024-04-22
SUP-001914,Supplier 1914,0.55,62.35,134.41,LATAM,1,1889702,2024-09-09
SUP-001915,Supplier 1915,0.16,-17.88,144.17,APAC,3,2038733,2026-05-04
SUP-001916,Supplier 1916,0.21,45.94,172.94,APAC,1,4113333,2025-06-24
SUP-001917,Supplier 1917,0.66,37.35,138.55,APAC,1,4839094,2024-10-26
SUP-001918,Supplier 1918,0.72,26.83,-161.66,NA,4,3738937,
SUP-001919,Supplier 1919,0.6,59.65,154.72,APAC,3,4227646,2026-03-22
SUP-001920,Supplier 1920,0.94,-6.97,-25.86,NA,1,634391,2025-09-20
SUP-001921,Supplier 1921,0.49,-9.34,54.58,APAC,1,756843,2025-12-31
SUP-001922,Supplier 1922,0.3,-39.08,-38.06,NA,2,4541585,2025-07-30
SUP-001923,Supplier 1923,0.48,-24.15,112.92,EMEA,3,3072628,2026-07-25
SUP-001924,Supplier 1924,0.36,54.37,27.33,NA,2,1186257,2025-09-12
SUP-001925,Supplier 1925,0.23,1.67,124.4,LATAM,4,3961402,2025-01-12
SUP-001926,Supplier 1926,0.06,-15.62,-110.24,APAC,3,883082,2024-08-26
SUP-001927,Supplier 1927,0.36,-31.91,-113.41,APAC,3,3842371,2024-02-13
SUP-001928,Supplier 1928,0.71,3.04,-21.46,EMEA,2,4416732,2025-12-25
SUP-001929,Supplier 1929,0.03,33.17,-178.29,LATAM,3,2449339,2026-05-30
SUP-001930,Supplier 1930,0.44,-22.73,69.43,APAC,4,3285306,2025-09-18
SUP-001931,Supplier 1931,0.64,38.5,-73.42,LATAM,1,3661838,2025-04-04
SUP-001932,Supplier 1932,0.61,21.87,20.63,APAC,3,4402957,2024-05-03
SUP-001933,Supplier 1933,0.77,42.38,-154.8,APAC,4,2922097,2025-08-30
SUP-001934,Supplier 1934,0.8,-27.38,-118.57,NA,2,1474522,2024-07-07
SUP-001935,Supplier 1935,0.71,22.03,44.23,LATAM,4,1015210,2025-08-10
SUP-001936,Supplier 1936,0.11,-40.01,-69.96,LATAM,2,1784152,2024-10-11
SUP-001937,Supplier 1937,0.48,-12.71,-102.7,EMEA,1,289707,2026-03-28
SUP-001938,Supplier 1938,0.6,34.17,-97.62,APAC,4,3496323,2026-06-02
SUP-001939,Supplier 1939,0.25,22.12,-102.67,APAC,2,1853803,2024-08-09
SUP-001940,Supplier 1940,0.05,-35.58,44.23,LATAM,4,3560705,2024-11-04
SUP-001941,Supplier 1941,0.23,51.58,-119.63,EMEA,2,319075,2026-05-20
SUP-001942,Supplier 1942,0.46,-53.06,-49.43,LATAM,2,1616131,2024-01-19
SUP-001943,Supplier 1943,0.42,17.38,67.64,LATAM,3,1981116,2025-05-02
SUP-001944,Supplier 1944,0.18,67.9,4.92,APAC,2,446856,2024-05-13
SUP-001945,Supplier 1945,0.82,9.1,35.02,EMEA,4,4146106,2025-02-12
SUP-001946,Supplier 1946,0.92,44.09,-89.67,EMEA,1,2991789,2024-01-31
SUP-001947,Supplier 1947,0.21,17.37,155.78,LATAM,1,4223027,2024-05-12
SUP-001948,Supplier 1948,0.92,41.8,-31.0,NA,1,4011248,2025-01-15
SUP-001949,Supplier 1949,0.03,25.23,-76.69,LATAM,2,180028,2024-02-26
SUP-001950,Supplier 1950,0.92,29.85,145.56,LATAM,1,4328085,2026-01-22
SUP-001951,Supplier 1951,0.94,-30.38,55.9,EMEA,2,356981,2025-06-29
SUP-001952,Supplier 1952,0.02,36.44,41.02,APAC,1,4357107,2025-03-01
SUP-001953,Supplier 1953,0.76,-29.07,139.22,LATAM,4,3352636,2025-03-21
SUP-001954,Supplier 1954,0.96,67.48,-158.93,LATAM,1,4098951,2026-03-03
SUP-001955,Supplier 1955,0.9,-30.39,121.56,NA,4,2504993,2026-03-09
SUP-001956,Supplier 1956,0.96,-29.23,64.03,EMEA,4,809165,2024-02-14
SUP-001957,Supplier 1957,0.55,51.63,-50.4,APAC,3,755298,2025-10-08
SUP-001958,Supplier 1958,0.09,-28.41,-87.71,APAC,4,602422,2025-03-19
SUP-001959,Supplier 1959,0.84,-13.08,-142.27,EMEA,4,4029592,2026-01-09
SUP-001960,Supplier 1960,0.61,32.9,158.79,APAC,4,2672550,2026-01-12
SUP-001961,Supplier 1961,0.61,-39.36,-128.91,NA,3,1090315,2025-10-30
SUP-001962,Supplier 1962,0.42,-39.32,-86.6,NA,3,633014,2025-09-28
SUP-001963,Supplier 1963,0.57,3.23,68.8,LATAM,2,399964,2024-07-19
SUP-001964,Supplier 1964,0.16,-28.32,75.65,APAC,3,1297882,2026-03-16
SUP-001965,Supplier 1965,0.73,-29.36,-122.12,NA,2,3750040,2025-10-23
SUP-001966,Supplier 1966,0.08,-58.8,113.09,EMEA,1,4463134,2024-09-15
SUP-001967,Supplier 1967,0.73,-11.84,3.7,NA,4,3044548,2024-08-07
SUP-001968,Supplier 1968,0.84,-18.63,125.44,LATAM,3,4978582,
SUP-001969,Supplier 1969,0.47,-55.95,-148.58,EMEA,3,1978269,2024-11-19
SUP-001970,Supplier 1970,0.51,20.76,-164.58,LATAM,2,1669238,2025-09-30
SUP-001971,Supplier 1971,0.32,21.47,49.32,EMEA,4,3466703,2025-01-18
SUP-001972,Supplier 1972,0.96,-50.8,-125.99,EMEA,3,682019,2024-06-08
SUP-001973,Supplier 1973,0.73,-18.78,8.98,LATAM,1,4557789,2025-01-07
SUP-001974,Supplier 1974,0.37,53.46,-174.92,EMEA,4,3902919,2026-02-09
SUP-001975,Supplier 1975,0.18,15.68,100.77,LATAM,4,180570,2026-02-23
SUP-001976,Supplier 1976,0.23,-6.44,143.83,EMEA,4,944308,
SUP-001977,Supplier 1977,0.46,0.46,122.0,LATAM,2,3142120,2026-01-21
SUP-001978,Supplier 1978,0.93,-32.92,165.01,NA,1,3695353,2024-03-29
SUP-001979,Supplier 1979,0.73,45.54,145.11,LATAM,1,1098654,2026-07-17
SUP-001980,Supplier 1980,0.22,58.82,-20.15,NA,3,3737244,2025-12-23
SUP-001981,Supplier 1981,0.85,58.39,-36.59,NA,4,2375947,2024-02-08
SUP-001982,Supplier 1982,0.38,-30.89,142.63,NA,1,3379415,2025-10-27
SUP-001983,Supplier 1983,0.84,-19.6,153.7,NA,3,2125665,2025-04-11
SUP-001984,Supplier 1984,0.25,-39.12,170.22,NA,1,2276700,2026-04-14
SUP-001985,Supplier 1985,0.62,-20.06,96.59,LATAM,4,1955998,2024-08-14
SUP-001986,Supplier 1986,0.92,-16.74,-107.28,NA,1,793165,2026-04-22
SUP-001987,Supplier 1987,0.26,22.3,160.18,NA,4,959876,2026-04-01
SUP-001988,Supplier 1988,0.69,-35.35,160.97,APAC,1,846710,2024-09-19
SUP-001989,Supplier 1989,0.98,59.52,59.81,NA,2,4015223,2025-02-12
SUP-001990,Supplier 1990,0.16,-46.6,128.62,NA,3,2122084,2025-08-28
SUP-001991,Supplier 1991,0.1,-59.11,22.02,EMEA,4,1903807,2024-08-14
SUP-001992,Supplier 1992,0.67,51.14,159.89,NA,2,4279761,2026-08-01
SUP-001993,Supplier 1993,0.34,31.49,-146.18,APAC,4,4437109,2024-06-29
SUP-001994,Supplier 1994,0.08,-13.8,131.03,NA,1,1177559,2024-08-18
SUP-001995,Supplier 1995,0.48,17.41,-160.02,LATAM,2,1779794,
SUP-001996,Supplier 1996,0.75,-30.94,-57.92,APAC,4,2064580,2025-03-22
SUP-001997,Supplier 1997,0.29,-38.11,-131.28,APAC,2,4200169,2024-02-17
SUP-001998,Supplier 1998,0.34,1.25,-7.51,NA,3,3361424,2026-05-09
SUP-001999,Supplier 1999,0.84,-14.09,-96.39,NA,2,2726886,2024-08-14
SUP-002000,Supplier 2000,0.52,19.98,162.75,NA,2,1183281,2024-04-07
SUP-002001,Supplier 2001,0.84,-31.64,21.36,APAC,4,1934269,2025-05-05
SUP-002002,Supplier 2002,0.45,26.18,143.18,LATAM,3,153945,2026-05-26
SUP-002003,Supplier 2003,0.94,39.69,-79.9,APAC,3,3523120,2024-01-03
SUP-002004,Supplier 2004,0.65,-38.34,-170.65,LATAM,3,4595091,2025-04-05
SUP-002005,Supplier 2005,0.12,-54.3,99.24,LATAM,4,3935406,2026-05-09
SUP-002006,Supplier 2006,0.88,-2.85,72.86,APAC,2,1553379,2026-04-23
SUP-002007,Supplier 2007,0.49,40.62,16.38,NA,4,2418627,2024-06-10
SUP-002008,Supplier 2008,0.15,24.6,113.52,APAC,3,4788429,2025-08-09
SUP-002009,Supplier 2009,0.16,31.24,122.43,LATAM,4,2132847,2026-02-28
SUP-002010,Supplier 2010,0.68,-7.63,31.65,NA,4,4197191,2025-09-25
SUP-002011,Supplier 2011,0.06,-29.46,167.73,NA,1,2891320,2025-09-12
SUP-002012,Supplier 2012,0.29,9.13,79.1,APAC,2,2499657,2025-12-30
SUP-002013,Supplier 2013,0.15,-33.43,63.68,NA,2,2929965,2025-03-03
SUP-002014,Supplier 2014,0.44,34.41,-49.89,NA,2,1125800,2024-03-04
SUP-002015,Supplier 2015,0.42,-34.39,-179.19,APAC,2,2133141,
SUP-002016,Supplier 2016,0.52,-22.14,-93.26,EMEA,1,1528719,2025-08-15
SUP-002017,Supplier 2017,0.28,5.85,95.01,NA,4,3790737,2026-03-14
SUP-002018,Supplier 2018,0.04,3.27,75.55,APAC,4,3065765,2026-05-22
SUP-002019,Supplier 2019,0.61,18.11,-60.83,LATAM,3,2004610,2024-11-14
SUP-002020,Supplier 2020,0.38,-3.13,45.21,NA,2,4114279,2026-06-21
SUP-002021,Supplier 2021,0.65,59.53,-109.7,NA,4,2270461,
SUP-002022,Supplier 2022,0.12,49.19,-85.09,LATAM,2,4766964,
SUP-002023,Supplier 2023,0.02,54.28,161.07,APAC,2,3030537,2024-05-09
SUP-002024,Supplier 2024,0.25,21.84,-31.25,LATAM,4,4429723,2025-09-01
SUP-002025,Supplier 2025,0.46,22.55,-91.8,APAC,4,4934376,
SUP-002026,Supplier 2026,0.4,19.2,-4.64,APAC,3,1641720,2025-08-20
SUP-002027,Supplier 2027,0.8,-3.47,-40.67,APAC,1,1310823,2026-07-24
SUP-002028,Supplier 2028,0.38,-18.13,82.63,APAC,1,4179798,2025-06-05
SUP-002029,Supplier 2029,0.53,16.96,166.36,NA,4,1167444,2024-05-04
SUP-002030,Supplier 2030,0.59,-56.68,33.03,EMEA,2,3762962,2025-07-27
SUP-002031,Supplier 2031,0.03,-59.03,32.81,EMEA,3,892667,
SUP-002032,Supplier 2032,0.51,50.71,-48.66,APAC,2,4350547,2025-07-31
SUP-002033,Supplier 2033,0.35,-53.96,23.27,EMEA,2,3450326,2024-12-25
SUP-002034,Supplier 2034,0.42,8.22,-65.04,LATAM,4,2609985,2024-02-10
SUP-002035,Supplier 2035,0.11,19.95,-179.61,LATAM,3,2250982,2025-08-24
SUP-002036,Supplier 2036,0.78,-34.24,131.79,EMEA,2,3189949,2024-03-24
SUP-002037,Supplier 2037,0.93,56.45,-25.4,NA,2,1949145,2024-11-05
SUP-002038,Supplier 2038,0.03,-35.29,-2.85,NA,1,1994997,2025-08-07
SUP-002039,Supplier 2039,0.6,54.99,-149.94,LATAM,3,1028410,2026-04-11
SUP-002040,Supplier 2040,0.76,39.19,121.36,LATAM,3,797641,2024-10-23
SUP-002041,Supplier 2041,0.29,-28.7,-118.68,LATAM,1,4456780,2024-10-08
SUP-002042,Supplier 2042,0.78,-40.4,-32.18,APAC,2,3748524,2024-10-11
SUP-002043,Supplier 2043,0.63,-18.89,122.5,EMEA,3,2221433,
SUP-002044,Supplier 2044,0.92,-8.27,-15.2,NA,1,4160304,2024-07-01
SUP-002045,Supplier 2045,0.97,-28.05,155.21,EMEA,4,3042389,2025-05-12
SUP-002046,Supplier 2046,0.05,69.86,-104.65,NA,4,2999415,2026-01-26
SUP-002047,Supplier 2047,0.45,-30.15,77.48,APAC,3,571522,2024-03-17
SUP-002048,Supplier 2048,0.55,47.98,172.08,EMEA,1,2695997,2026-06-29
SUP-002049,Supplier 2049,0.15,-39.31,17.86,LATAM,3,548781,
SUP-002050,Supplier 2050,0.34,67.43,69.19,APAC,4,3422817,2025-08-15
SUP-002051,Supplier 2051,0.98,-30.68,-38.44,APAC,1,346099,2025-08-05
SUP-002052,Supplier 2052,0.03,-5.18,90.48,APAC,4,2576073,2026-06-11
SUP-002053,Supplier 2053,0.45,12.61,147.19,APAC,4,1843056,2025-09-19
SUP-002054,Supplier 2054,0.84,-44.36,73.1,EMEA,1,662803,2026-04-14
SUP-002055,Supplier 2055,0.33,46.19,156.93,APAC,1,2369704,2024-09-26
SUP-002056,Supplier 2056,0.48,-24.29,31.91,APAC,3,1011357,2024-07-24
SUP-002057,Supplier 2057,0.97,11.41,27.77,EMEA,4,1230444,2025-08-30
SUP-002058,Supplier 2058,0.48,11.45,-70.33,EMEA,4,4450565,2024-05-24
SUP-002059,Supplier 2059,0.14,18.34,75.47,APAC,3,1754890,2024-04-14
SUP-002060,Supplier 2060,0.06,-52.79,137.5,LATAM,3,2025652,2024-07-18
SUP-002061,Supplier 2061,0.94,-38.08,52.67,LATAM,3,41237,2024-09-12
SUP-002062,Supplier 2062,0.27,-39.05,-96.11,LATAM,3,1509609,2024-03-31
SUP-002063,Supplier 2063,0.5,-20.73,15.88,NA,4,1761931,2025-11-18
SUP-002064,Supplier 2064,0.1,-41.16,92.14,EMEA,1,3598588,2025-07-04
SUP-002065,Supplier 2065,0.43,59.85,158.17,EMEA,1,604664,2024-07-08
SUP-002066,Supplier 2066,0.92,6.68,-123.63,LATAM,1,4650077,2024-09-23
SUP-002067,Supplier 2067,0.5,21.06,-134.1,EMEA,4,650638,2026-05-27
SUP-002068,Supplier 2068,0.96,-13.53,-31.34,APAC,3,3267470,
SUP-002069,Supplier 2069,0.26,-24.09,-134.78,LATAM,1,32485,2024-04-26
SUP-002070,Supplier 2070,0.5,5.41,172.95,EMEA,1,4099812,2025-08-02
SUP-002071,Supplier 2071,0.85,-21.74,-27.25,LATAM,2,3484939,2024-10-31
SUP-002072,Supplier 2072,0.45,-15.33,12.1,EMEA,1,4189414,
SUP-002073,Supplier 2073,0.28,-1.14,-98.25,NA,3,4657106,2025-07-20
SUP-002074,Supplier 2074,0.85,5.75,-18.31,EMEA,2,4171625,2026-07-18
SUP-002075,Supplier 2075,0.39,67.96,174.49,EMEA,2,3111512,2025-07-04
SUP-002076,Supplier 2076,0.53,-30.97,-4.07,LATAM,1,4193944,2026-06-18
SUP-002077,Supplier 2077,0.97,3.44,-176.82,LATAM,3,490048,2026-02-13
SUP-002078,Supplier 2078,0.19,-40.56,-92.69,LATAM,4,3229609,2026-01-05
SUP-002079,Supplier 2079,0.31,-14.5,172.24,NA,3,4948350,2026-01-16
SUP-002080,Supplier 2080,0.04,33.25,176.06,LATAM,4,1892210,2026-01-17
SUP-002081,Supplier 2081,0.39,-37.32,-104.22,EMEA,4,4878170,2024-08-29
SUP-002082,Supplier 2082,0.21,15.58,41.5,APAC,4,2538235,2026-07-11
SUP-002083,Supplier 2083,0.68,-5.83,-152.31,APAC,3,2346490,2026-05-16
SUP-002084,Supplier 2084,0.19,-53.29,27.88,NA,1,1507610,2025-07-20
SUP-002085,Supplier 2085,0.67,61.3,-134.67,NA,2,548267,2025-11-02
SUP-002086,Supplier 2086,0.27,-6.23,114.72,LATAM,2,4383039,2026-04-10
SUP-002087,Supplier 2087,0.36,41.91,158.25,NA,3,3606489,2024-05-24
SUP-002088,Supplier 2088,0.35,-5.88,-117.72,LATAM,4,2007014,2024-03-02
SUP-002089,Supplier 2089,0.71,61.86,-13.42,APAC,3,4807726,2026-07-28
SUP-002090,Supplier 2090,0.47,-22.24,-143.26,NA,2,927318,2025-06-07
SUP-002091,Supplier 2091,0.36,-6.41,-57.91,LATAM,4,3895711,2025-11-12
SUP-002092,Supplier 2092,0.85,38.65,-156.56,NA,3,2266517,2025-04-19
SUP-002093,Supplier 2093,0.57,-15.32,-84.76,LATAM,4,3124772,2025-05-03
SUP-002094,Supplier 2094,0.22,-12.63,176.48,LATAM,3,195833,2024-02-05
SUP-002095,Supplier 2095,0.89,69.33,-163.94,NA,3,3058051,2024-09-30
SUP-002096,Supplier 2096,0.35,12.23,129.23,NA,2,3399051,2024-03-23
SUP-002097,Supplier 2097,0.05,29.62,-152.12,EMEA,2,4889811,2025-02-12
SUP-002098,Supplier 2098,0.49,23.65,10.44,EMEA,2,1737132,2024-01-21
SUP-002099,Supplier 2099,0.13,47.63,-17.24,APAC,2,374865,2026-01-27
SUP-002100,Supplier 2100,0.24,52.04,155.36,LATAM,3,317756,2024-10-04
SUP-002101,Supplier 2101,0.74,13.22,-108.34,NA,2,756284,2025-11-30
SUP-002102,Supplier 2102,0.14,-21.71,-115.31,APAC,1,1504215,2024-02-20
SUP-002103,Supplier 2103,0.8,-57.04,89.54,LATAM,1,4155749,2024-02-01
SUP-002104,Supplier 2104,0.93,19.87,81.26,APAC,4,983979,2025-02-03
SUP-002105,Supplier 2105,0.6,47.31,71.71,NA,2,734114,2026-01-13
SUP-002106,Supplier 2106,0.71,-1.43,-170.59,LATAM,3,169051,2026-02-06
SUP-002107,Supplier 2107,0.71,-38.59,-86.41,EMEA,4,1922649,
SUP-002108,Supplier 2108,0.98,-22.55,122.36,NA,1,3021379,2025-08-02
SUP-002109,Supplier 2109,0.34,6.3,36.31,EMEA,4,1414681,2025-10-12
SUP-002110,Supplier 2110,0.17,48.77,36.79,EMEA,3,2482457,2025-09-28
SUP-002111,Supplier 2111,0.52,-37.67,-73.47,NA,3,1224789,2025-11-30
SUP-002112,Supplier 2112,0.53,19.58,-86.34,APAC,2,4002019,2024-01-30
SUP-002113,Supplier 2113,0.18,37.94,160.76,LATAM,3,138352,2025-02-08
SUP-002114,Supplier 2114,0.61,61.69,81.99,APAC,1,1011451,2026-03-03
SUP-002115,Supplier 2115,0.02,-44.83,-134.33,EMEA,2,2835593,2025-02-19
SUP-002116,Supplier 2116,0.92,60.43,157.57,NA,4,4213704,2024-05-18
SUP-002117,Supplier 2117,0.27,18.19,29.65,EMEA,2,2012185,
SUP-002118,Supplier 2118,0.05,39.67,-59.99,LATAM,3,357550,2024-10-12
SUP-002119,Supplier 2119,0.12,-53.01,-37.03,NA,4,2762435,2025-04-27
SUP-002120,Supplier 2120,0.25,5.8,81.15,EMEA,3,1359262,2025-05-02
SUP-002121,Supplier 2121,0.28,20.94,-44.54,EMEA,2,1529495,2025-10-19
SUP-002122,Supplier 2122,0.04,-20.11,28.35,EMEA,4,4612050,2026-05-27
SUP-002123,Supplier 2123,0.28,-3.89,75.78,APAC,4,4707889,2025-10-16
SUP-002124,Supplier 2124,0.2,12.06,-109.67,NA,3,1301340,2026-07-31
SUP-002125,Supplier 2125,0.38,11.83,159.93,EMEA,1,2960822,2024-01-18
SUP-002126,Supplier 2126,0.39,-54.56,-51.78,EMEA,2,2708774,2026-01-08
SUP-002127,Supplier 2127,0.34,-2.87,-29.03,NA,2,4806423,2025-01-28
SUP-002128,Supplier 2128,0.33,-32.2,71.47,APAC,1,4731594,2025-11-19
SUP-002129,Supplier 2129,0.1,59.17,39.16,NA,2,1756529,2024-03-21
SUP-002130,Supplier 2130,0.03,66.96,-21.56,LATAM,1,136866,2025-05-13
SUP-002131,Supplier 2131,0.21,-21.05,53.91,LATAM,3,21424,2024-01-29
SUP-002132,Supplier 2132,0.75,-37.23,145.02,EMEA,2,33183,2025-09-20
SUP-002133,Supplier 2133,0.98,-31.46,108.1,APAC,3,3908515,2024-07-23
SUP-002134,Supplier 2134,0.92,2.11,116.73,NA,2,3702094,2024-05-16
SUP-002135,Supplier 2135,0.5,53.69,-86.97,NA,3,4138620,2024-03-15
SUP-002136,Supplier 2136,0.53,5.0,-29.01,EMEA,3,706311,2024-09-11
SUP-002137,Supplier 2137,0.32,-52.8,19.37,APAC,1,302929,2026-06-25
SUP-002138,Supplier 2138,0.77,-54.81,-164.09,APAC,2,860359,2026-07-18
SUP-002139,Supplier 2139,0.76,-30.44,97.13,NA,3,3130592,2024-03-16
SUP-002140,Supplier 2140,0.84,49.56,-63.55,APAC,3,54875,2026-07-13
SUP-002141,Supplier 2141,0.89,20.79,-78.27,LATAM,1,3308479,
SUP-002142,Supplier 2142,0.44,13.18,-86.65,LATAM,4,4445637,2024-10-31
SUP-002143,Supplier 2143,0.76,-18.53,-77.98,LATAM,1,737211,2026-06-08
SUP-002144,Supplier 2144,0.8,60.83,-58.31,EMEA,4,3696909,2024-08-15
SUP-002145,Supplier 2145,0.31,-16.95,37.74,NA,3,2767097,2024-06-20
SUP-002146,Supplier 2146,0.92,48.54,30.08,NA,2,4721379,2024-08-04
SUP-002147,Supplier 2147,0.1,56.47,-87.94,NA,1,1223562,2024-05-17
SUP-002148,Supplier 2148,0.98,2.83,-105.69,EMEA,4,1142209,2025-04-02
SUP-002149,Supplier 2149,0.76,56.26,117.49,LATAM,3,92093,2024-05-12
SUP-002150,Supplier 2150,0.1,-24.02,-146.62,APAC,4,3528581,2024-07-30
SUP-002151,Supplier 2151,0.65,25.6,4.62,LATAM,4,4335886,2024-12-16
SUP-002152,Supplier 2152,0.04,-48.56,7.4,LATAM,1,103731,2025-09-04
SUP-002153,Supplier 2153,0.76,1.61,26.69,APAC,3,2463558,2026-03-20
SUP-002154,Supplier 2154,0.79,-31.75,138.83,LATAM,2,3623302,2024-03-11
SUP-002155,Supplier 2155,0.6,-51.84,44.61,LATAM,4,3910678,2025-08-18
SUP-002156,Supplier 2156,0.85,-59.52,170.51,APAC,1,4652178,2024-04-07
SUP-002157,Supplier 2157,0.11,-17.78,133.69,APAC,1,3617236,2026-07-24
